fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,wine_quality
-0.757907336,-1.170889644,1.73149615,-0.985897201,3.615792559,0.085668706,-0.667516536,-0.271307609,0.257897411,-1.032483675,-1.314681451,C
0.065415007,-1.564572175,0.22397738,-0.82902636,-0.398960023,-1.014820142,-0.643978216,-0.698737855,1.423294636,2.882757498,1.103555391,A
0.300649962,-0.678786479,-0.111026791,-0.82902636,-0.398960023,-0.435615485,0.062171384,-0.337066108,0.06366454,0.707623513,-0.427994609,C
2.30014708,0.797523014,0.893985722,-0.887852926,-0.263631284,-1.536104334,-0.408595016,0.419156635,-0.001079751,-0.075424722,-0.508602504,C
0.653502395,-0.186683315,0.810234679,-0.083889866,-1.075603717,-0.783138279,-0.314441736,-0.402824608,-0.389545492,0.533612794,0.781123812,C
-0.052202471,-0.481945214,-0.36227992,1.131859151,-0.489179182,0.143589172,2.298311783,1.175379378,1.034828894,0.272596716,-0.589210399,C
-0.875524814,0.600681748,-0.529782006,-0.75059094,-0.985384558,-0.898979211,-0.785208136,-1.126168101,1.358550345,1.577677107,1.345379075,C
-1.110759769,-0.186683315,-0.278528877,-1.064332622,-0.444069603,0.143589172,-0.573363256,-0.402824608,2.52394757,-0.075424722,-0.911641978,F
0.183032484,0.305419849,-0.36227992,-0.985897201,-0.398960023,-0.146013156,-0.243826776,-1.454960598,-0.454289783,-1.119489035,1.345379075,C
-1.228377246,-0.186683315,-1.283541391,-1.025114912,-0.669617501,0.259430104,-0.573363256,-1.060409602,1.488038926,-0.771467597,0.378084338,C
-1.463612201,-0.875627745,0.475230508,-1.044723767,-0.128302546,-1.072740608,-1.679664295,-0.731617105,0.257897411,0.359602075,-0.186170925,C
0.183032484,0.108578584,-0.613533048,-0.946679491,-0.083192966,-1.362342937,-1.208897895,-0.567220856,-0.713266944,-0.24943544,-0.024955136,C
-0.287437426,-0.186683315,-0.36227992,-0.985897201,-0.308740864,-1.304422471,-1.679664295,-0.830254854,-0.907499815,0.011580638,0.297476443,C
-0.052202471,-0.974048378,-0.446030963,0.406331512,0.052135773,0.954475692,2.439541703,0.386277385,0.19315312,0.359602075,-0.024955136,C
-0.875524814,0.010157951,0.140226337,1.249512282,0.097245352,1.591600815,2.133543543,1.142500129,-0.713266944,-0.771467597,-1.314681451,F
1.712059693,-0.088262682,0.977736765,-1.005506056,0.097245352,-1.5940248,-1.561972695,0.123243388,-0.713266944,1.055644951,-0.186170925,F
0.300649962,-0.285103948,0.475230508,-0.848635216,-0.444069603,-0.319774554,-0.337980056,-1.060409602,0.581618862,-0.510451519,1.345379075,A
1.35920726,-0.481945214,0.307728423,0.622028918,0.36790283,-0.725217814,0.485861144,1.290456752,0.840596023,-0.162430081,-0.589210399,F
0.771119872,-0.383524581,-0.194777834,1.288729992,0.142354932,0.606952898,1.851083703,1.471292626,-0.713266944,0.359602075,-1.395289346,F
-0.640289859,0.502261115,-1.116039305,-0.123107576,-0.263631284,-0.667297348,0.132786344,0.073924513,-0.260056912,1.22965567,-0.508602504,F
-0.640289859,0.600681748,-1.199790348,-0.123107576,-0.218521705,-0.783138279,0.156324664,0.090364138,-0.260056912,1.22965567,-0.508602504,F
-1.228377246,0.108578584,-2.372304947,-1.103550332,-0.353850443,-1.420263402,-2.550582135,-0.534341606,1.099573184,-1.206494394,-1.072857767,F
-1.463612201,0.108578584,-2.372304947,-1.103550332,-0.353850443,-1.420263402,-2.550582135,-0.534341606,1.099573184,-1.206494394,-1.072857767,F
0.653502395,-1.466151542,0.475230508,-0.338804983,-0.173412125,0.027748241,-0.031981896,0.320518886,1.099573184,0.620618154,-0.186170925,C
1.006354827,0.206999217,-0.111026791,-0.946679491,-0.398960023,-0.725217814,-0.337980056,-0.698737855,-1.684431298,-1.380505113,0.378084338,C
0.183032484,-0.383524581,0.056475294,-0.985897201,-0.669617501,-0.493535951,-0.738131496,-1.323443599,-0.842755524,-0.858472956,1.103555391,C
2.064912125,-0.974048378,0.558981551,-1.044723767,-0.263631284,-0.898979211,-0.738131496,-0.567220856,-1.619687008,-1.467510472,-0.26677882,C
0.183032484,-1.662992808,-0.111026791,-0.358413838,0.503231569,1.359918952,0.132786344,0.517794384,2.3297147,-0.423446159,-0.911641978,C
1.006354827,0.403840482,2.401504493,0.818117469,-0.444069603,1.186157555,0.344631224,1.241137878,-0.389545492,-0.423446159,-1.314681451,C
-0.405054903,-0.186683315,-0.529782006,1.269121137,-0.083192966,1.93912361,1.804007063,0.879466131,-0.130568331,-0.510451519,-0.427994609,C
-1.698847156,3.110407886,-1.953549733,-0.71137323,-0.173412125,-0.551456417,-1.373666135,-0.271307609,1.099573184,-0.945478316,-0.992249873,F
-0.169819948,-0.285103948,-0.027275749,-0.691764375,0.503231569,0.954475692,0.815397623,-0.205549109,-1.101732685,-0.075424722,-0.831034083,C
-0.522672381,-0.186683315,0.810234679,1.210294572,-0.579398341,1.649521281,2.157081863,1.109620879,-0.713266944,-0.945478316,-1.314681451,F
-1.110759769,0.108578584,-0.027275749,0.190634106,-0.398960023,1.301998487,1.568623863,0.304079261,0.452130281,-0.684462237,-0.750426188,F
-0.757907336,0.010157951,0.810234679,1.288729992,-0.308740864,1.649521281,2.227696823,1.126060504,-0.713266944,-0.945478316,-1.314681451,F
-0.522672381,1.486467444,-0.111026791,-0.985897201,0.097245352,-1.478183868,-1.679664295,-0.665858605,-0.713266944,-0.684462237,0.700515917,F
-0.875524814,0.797523014,2.066500322,1.680907095,-0.083192966,0.375271035,-0.549824936,1.241137878,-0.260056912,0.185591357,-1.234073557,F
1.006354827,-0.383524581,-0.36227992,1.73973366,-0.083192966,0.201509638,1.309702343,1.372654877,-0.842755524,-0.162430081,-0.750426188,C
-0.757907336,0.600681748,-0.446030963,0.210242961,-0.534288762,0.259430104,1.380317303,0.271200011,-0.324801202,0.968639591,-0.669818294,F
-0.640289859,-0.088262682,1.061487808,1.043619303,-0.398960023,1.475759884,1.733392103,1.01098313,0.387385991,0.359602075,-0.831034083,C
-1.698847156,1.338836494,-1.199790348,-0.946679491,-0.308740864,-0.493535951,-1.185359575,-0.452143482,2.264970409,-0.684462237,-0.427994609,C
0.065415007,1.978570608,0.22397738,-0.574111244,-0.71472708,-0.261854088,-0.079058536,-1.191926601,-0.324801202,-0.945478316,1.345379075,C
-0.405054903,-0.974048378,-0.027275749,0.308287236,0.232574091,-1.130661074,-0.173211816,0.813707632,0.581618862,-0.423446159,-1.475897241,C
-0.169819948,-1.269310276,-0.36227992,-0.279978417,0.548341148,-0.435615485,-0.785208136,0.189001887,2.135481829,-0.423446159,-0.26677882,C
1.594442215,0.649892064,5.584044119,2.308390458,0.052135773,1.12823709,1.568623863,1.849403997,-1.490198427,-0.510451519,-0.750426188,F
1.947294648,-1.170889644,0.140226337,-0.946679491,-0.308740864,-0.667297348,0.203401304,-0.17266986,-1.490198427,-1.119489035,-0.427994609,F
0.88873735,0.649892064,-0.613533048,-0.887852926,-0.128302546,-1.188581539,-0.102596856,-0.13979061,-0.713266944,-0.945478316,-0.831034083,F
1.594442215,-0.481945214,0.307728423,-1.005506056,-0.173412125,0.201509638,-0.502748296,-0.402824608,-1.295965556,-1.119489035,-0.427994609,F
0.88873735,-0.580365846,0.056475294,0.641637773,-0.489179182,-0.551456417,0.109248024,0.813707632,-0.713266944,0.011580638,-0.589210399,C
0.88873735,0.649892064,-0.613533048,-0.887852926,-0.128302546,-1.188581539,-0.102596856,-0.13979061,-0.713266944,-0.945478316,-0.831034083,F
0.771119872,0.403840482,-0.613533048,-0.907461781,-0.173412125,-1.304422471,-0.126135176,-0.07403211,-0.778011234,-0.945478316,-0.831034083,F
-0.287437426,-0.481945214,-0.111026791,-1.083941477,-0.218521705,-0.609376882,-1.397204455,-0.468583107,1.293806055,0.446607435,-0.26677882,C
-0.287437426,-0.777207112,-0.111026791,-1.044723767,-0.308740864,-0.609376882,-1.420742775,-0.468583107,1.293806055,0.446607435,-0.26677882,C
0.535884917,-0.383524581,0.056475294,1.759342515,0.187464511,0.143589172,0.838935943,1.405534126,-1.036988395,-0.597456878,-1.234073557,C
1.35920726,1.388046811,0.22397738,-0.279978417,-0.398960023,-0.088092691,-0.879361416,-0.665858605,-0.389545492,0.707623513,1.42598697,C
0.535884917,-0.383524581,0.056475294,1.759342515,0.187464511,0.143589172,0.838935943,1.405534126,-1.036988395,-0.597456878,-1.234073557,C
-0.875524814,-0.875627745,-0.697284091,-0.476066968,-1.030494137,-0.725217814,-0.620439896,-0.567220856,1.164317475,0.185591357,0.861731707,C
-1.110759769,-0.186683315,-1.032288262,1.190685717,-0.534288762,0.027748241,0.321092904,1.04386238,0.581618862,-0.510451519,-0.831034083,C
-0.405054903,0.600681748,-0.446030963,-0.907461781,-0.218521705,0.433191501,1.168472423,-0.402824608,-0.389545492,-1.032483675,-0.750426188,C
-1.581229679,1.388046811,-2.037300776,-0.946679491,-1.210932455,-1.014820142,-1.656125975,-1.126168101,0.905340313,0.185591357,0.700515917,C
-0.052202471,-0.580365846,0.140226337,2.171128472,-0.308740864,0.143589172,0.344631224,1.767205873,0.322641701,-0.597456878,-1.234073557,C
-0.405054903,-1.958254706,-0.027275749,-0.887852926,-0.804946239,-0.725217814,-1.067667976,-0.994651102,0.970084604,1.838693186,1.184163286,C
0.88873735,0.206999217,-0.697284091,-0.417240403,0.36790283,-0.783138279,-0.643978216,0.517794384,-0.454289783,0.011580638,-1.072857767,F
-0.287437426,-1.466151542,-0.278528877,-0.299587272,0.548341148,0.664873364,-0.173211816,0.189001887,2.070737539,-0.3364408,-0.186170925,C
1.006354827,0.010157951,-0.027275749,0.05337212,-0.398960023,-0.203933622,0.391707864,0.353398136,1.293806055,1.14265031,0.136260654,C
-0.993142291,-0.875627745,3.155263878,-0.966288346,4.788641628,-1.536104334,-1.962124135,-0.435703857,-0.454289783,-0.24943544,-0.589210399,C
1.006354827,0.010157951,-0.027275749,0.05337212,-0.398960023,-0.203933622,0.391707864,0.353398136,1.293806055,1.14265031,0.136260654,C
-2.051699589,1.092784912,-1.032288262,-0.927070636,-0.850055819,-1.188581539,-1.561972695,-1.520719098,2.005993248,-0.3364408,1.587202759,C
0.065415007,-0.875627745,-0.027275749,-0.946679491,-0.128302546,1.591600815,0.250477944,-0.501462357,1.617527507,0.272596716,0.216868549,F
-0.993142291,1.289626178,-1.032288262,-0.887852926,0.187464511,-0.377695019,-0.385056696,-0.402824608,1.488038926,0.272596716,-0.024955136,C
0.653502395,0.206999217,-0.278528877,-0.240760707,0.32279325,0.549032432,0.580014424,0.024605639,-0.454289783,-0.3364408,-0.186170925,C
0.065415007,-0.875627745,-0.027275749,-0.946679491,-0.128302546,1.591600815,0.250477944,-0.501462357,1.617527507,0.272596716,0.216868549,F
2.064912125,-0.974048378,0.22397738,-0.907461781,-0.263631284,-0.667297348,1.144934103,0.517794384,0.387385991,0.533612794,-0.831034083,C
1.123972305,-0.088262682,0.056475294,-0.946679491,0.007026193,-0.493535951,0.368169544,-0.435703857,-0.907499815,-0.3364408,-0.024955136,C
1.35920726,-0.383524581,-0.278528877,2.161324045,0.458121989,0.433191501,1.074319143,1.865843622,-0.907499815,0.098585997,-1.072857767,C
0.88873735,-0.678786479,2.234002407,-0.848635216,0.007026193,0.664873364,0.627091064,-0.13979061,-0.907499815,0.446607435,-0.347386715,C
-0.522672381,0.010157951,0.642732594,0.072980975,-0.038083386,1.475759884,1.827545383,0.386277385,-0.648522653,-0.24943544,-0.911641978,F
-0.522672381,0.010157951,0.810234679,0.13180754,-0.038083386,1.417839418,1.945236983,0.386277385,-0.648522653,-0.3364408,-0.911641978,C
0.065415007,-0.383524581,0.475230508,-1.005506056,0.773889046,-1.014820142,-0.055520216,-0.402824608,0.775851733,-0.075424722,-0.10556303,C
-1.228377246,0.797523014,-0.613533048,-0.613328954,-0.353850443,0.259430104,0.344631224,-0.961771853,0.970084604,0.533612794,0.619908022,C
-0.287437426,-0.580365846,0.307728423,-1.025114912,0.593450728,0.549032432,1.427393943,-0.337066108,1.164317475,0.533612794,-0.186170925,C
1.712059693,-1.170889644,1.228989893,-0.927070636,0.503231569,-0.261854088,-0.949976376,0.090364138,-0.260056912,-0.684462237,-0.186170925,C
-0.875524814,-1.170889644,-0.529782006,1.210294572,0.818998626,1.591600815,0.556476104,1.767205873,3.041901893,-0.510451519,-1.314681451,F
-0.052202471,0.895943647,1.145238851,0.9357706,1.134765683,0.491111967,-0.055520216,0.912345381,-1.360709847,3.404789655,-1.072857767,F
0.300649962,-0.974048378,0.726483637,-0.985897201,-0.038083386,0.664873364,0.438784504,-0.797375604,-1.554942717,-1.554515832,-0.024955136,C
1.712059693,-1.367730909,-0.613533048,-0.966288346,0.142354932,1.186157555,1.192010743,0.189001887,0.12840883,1.14265031,-0.831034083,C
2.064912125,-0.777207112,0.726483637,-0.966288346,-0.218521705,-0.030172225,-0.314441736,-0.501462357,-0.519034073,0.011580638,0.700515917,C
-0.052202471,-0.875627745,-0.111026791,0.122003113,-1.210932455,1.070316624,1.168472423,-0.17266986,0.387385991,-1.032483675,0.458692233,A
0.88873735,-0.875627745,0.391479465,0.818117469,0.638560307,0.722793829,0.838935943,0.715069882,-0.389545492,-0.945478316,-0.024955136,C
-0.052202471,0.600681748,3.406517006,-0.71137323,1.901628535,-0.725217814,1.097857463,-0.402824608,2.070737539,1.838693186,1.184163286,C
-0.757907336,-1.269310276,1.061487808,-0.946679491,-0.308740864,0.143589172,-0.361518376,-0.337066108,1.229061765,0.185591357,-0.669818294,C
0.183032484,-0.383524581,0.140226337,-0.966288346,0.277683671,0.896555227,-0.243826776,0.024605639,1.423294636,0.881634232,-0.10556303,C
0.300649962,-0.777207112,0.642732594,-0.848635216,0.36790283,-0.667297348,0.650629384,0.254760387,1.876504668,1.14265031,-0.024955136,C
-0.757907336,0.600681748,-0.36227992,0.229851816,0.052135773,0.549032432,2.204158503,0.484915135,1.034828894,1.14265031,-0.427994609,C
0.300649962,0.206999217,0.22397738,0.072980975,0.413012409,0.520072199,2.251235143,1.04386238,1.941248958,1.316661029,-0.26677882,C
0.300649962,0.206999217,0.22397738,0.072980975,0.413012409,0.520072199,2.251235143,1.04386238,1.941248958,1.316661029,-0.26677882,C
1.241589782,3.553300734,1.061487808,0.818117469,8.93872295,-0.146013156,2.086466903,1.405534126,-2.07289704,2.186714623,-1.153465662,F
0.771119872,-1.072469011,0.307728423,-0.966288346,0.638560307,-1.014820142,-1.491357735,-0.13979061,2.264970409,3.404789655,0.136260654,F
0.300649962,1.880149975,-0.781035134,-0.083889866,-0.083192966,-1.420263402,-1.444281095,0.517794384,0.12840883,0.620618154,-0.669818294,F
0.300649962,-1.269310276,0.056475294,-0.221151852,-0.534288762,-0.146013156,-0.808746456,0.419156635,1.164317475,0.272596716,-0.992249873,C
0.771119872,-1.072469011,0.056475294,-0.985897201,-0.489179182,-1.304422471,-0.855823096,-0.731617105,-0.907499815,2.186714623,0.378084338,F
0.535884917,2.076991241,-0.111026791,-0.240760707,-0.128302546,-1.014820142,-0.808746456,0.386277385,0.322641701,-0.3364408,0.136260654,F
0.771119872,0.502261115,1.228989893,2.553501147,0.097245352,1.12823709,2.463080023,2.293273868,-1.554942717,-0.771467597,-1.395289346,F
0.418267439,-0.678786479,0.307728423,-0.946679491,0.142354932,-0.725217814,-1.044129656,-0.534341606,-0.195312621,-0.075424722,0.297476443,C
-0.405054903,-0.875627745,-1.953549733,-1.005506056,0.007026193,-0.725217814,-0.738131496,-0.10691136,0.646363152,-0.3364408,-0.427994609,F
1.712059693,1.191205545,0.391479465,-1.044723767,-0.353850443,-1.188581539,-1.491357735,-0.205549109,-1.036988395,-0.510451519,-1.072857767,F
-0.875524814,0.895943647,0.22397738,-0.338804983,-0.489179182,0.027748241,-0.526286616,-0.994651102,0.775851733,1.14265031,1.667810654,C
0.535884917,-0.383524581,0.056475294,0.210242961,0.097245352,-0.377695019,0.321092904,0.715069882,-0.583778363,0.446607435,-1.234073557,F
0.065415007,-0.678786479,3.992774306,-1.044723767,4.111997935,0.954475692,-0.361518376,-0.271307609,-1.036988395,-0.858472956,-1.072857767,C
0.88873735,0.108578584,0.726483637,-1.005506056,-0.489179182,-1.014820142,-1.232436215,-1.060409602,-1.295965556,-0.858472956,0.619908022,F
0.771119872,-0.678786479,0.056475294,-1.025114912,0.638560307,-0.551456417,-0.643978216,-0.304186858,2.070737539,-0.162430081,0.136260654,C
-1.816464634,0.206999217,-1.116039305,-1.044723767,1.40542316,0.722793829,0.650629384,0.123243388,0.711107443,0.446607435,-1.475897241,F
1.476824737,-0.186683315,0.307728423,-0.887852926,1.179875262,0.722793829,0.485861144,0.287639636,1.164317475,1.838693186,0.297476443,C
1.712059693,-0.580365846,0.391479465,1.641689384,0.36790283,-0.203933622,-0.290903416,2.030239871,0.19315312,0.098585997,-0.669818294,F
2.30014708,0.502261115,0.893985722,-0.015258873,-0.985384558,-1.536104334,-1.208897895,-0.764496354,-1.490198427,-0.771467597,1.667810654,C
1.35920726,0.895943647,-0.111026791,-0.946679491,-0.263631284,-0.203933622,0.650629384,-0.665858605,-1.231221266,0.533612794,0.619908022,C
1.712059693,-0.580365846,0.391479465,1.641689384,0.36790283,-0.203933622,-0.290903416,2.030239871,0.19315312,0.098585997,-0.669818294,F
1.006354827,0.600681748,-0.278528877,0.308287236,0.097245352,-0.609376882,1.262625703,0.353398136,-1.425454137,-0.162430081,0.297476443,F
-0.757907336,2.667515038,0.977736765,1.092641441,0.142354932,-0.493535951,1.121395783,1.109620879,-0.130568331,0.098585997,-0.992249873,C
0.771119872,0.010157951,-0.027275749,0.249460671,0.097245352,0.375271035,0.980165863,1.109620879,1.164317475,0.881634232,-0.347386715,C
-0.405054903,-0.186683315,0.056475294,1.935822211,0.232574091,1.186157555,1.380317303,2.09599837,1.941248958,-0.597456878,-0.589210399,F
-0.052202471,-1.269310276,-0.027275749,-0.338804983,0.593450728,-0.261854088,-0.479209976,0.517794384,1.552783216,-0.858472956,-1.234073557,C
-0.640289859,-0.088262682,-0.697284091,-0.123107576,-0.353850443,0.954475692,0.391707864,0.320518886,0.581618862,-0.945478316,-0.911641978,C
0.653502395,-0.777207112,0.307728423,2.063279769,0.097245352,0.433191501,1.215549063,1.800085123,-1.036988395,-0.597456878,-1.072857767,C
-0.640289859,-0.481945214,-1.032288262,-0.260369562,-0.489179182,-0.377695019,0.085709704,0.057484888,1.099573184,-1.380505113,-0.347386715,C
-1.934082112,-0.383524581,0.977736765,-0.515284679,-0.850055819,-0.841058745,-0.243826776,-0.665858605,2.3297147,0.011580638,0.539300128,A
0.183032484,-1.072469011,-0.027275749,-0.476066968,-0.534288762,-1.072740608,-0.267365096,-0.205549109,-0.001079751,-0.858472956,0.055652759,C
1.712059693,-0.678786479,2.066500322,2.092693052,0.142354932,1.53368035,1.756930423,2.16175687,-1.166476976,0.185591357,-0.992249873,C
0.418267439,-0.678786479,0.140226337,1.582862819,0.097245352,-0.030172225,0.933089223,1.372654877,-0.907499815,-0.162430081,-1.314681451,C
0.300649962,-0.678786479,0.558981551,-1.025114912,1.044546523,-0.667297348,0.415246184,-0.402824608,1.488038926,-0.510451519,0.055652759,C
1.82967717,-1.072469011,-0.194777834,0.05337212,-0.353850443,-0.377695019,-0.149673496,0.156122637,-0.583778363,-1.467510472,0.055652759,C
-0.405054903,0.010157951,-0.613533048,0.465158077,-0.263631284,0.491111967,0.015094744,0.517794384,0.840596023,-1.032483675,-0.26677882,C
-0.405054903,0.108578584,-0.697284091,0.818117469,-0.308740864,-0.203933622,-0.432133336,0.715069882,0.775851733,-1.293499753,-0.347386715,C
-1.228377246,0.108578584,-1.032288262,-0.75059094,-0.940274978,-1.362342937,-0.432133336,-1.520719098,1.293806055,2.62174142,2.796321181,C
-0.640289859,-0.088262682,-0.697284091,-0.123107576,-0.353850443,0.954475692,0.391707864,0.320518886,0.581618862,-0.945478316,-0.911641978,C
-0.640289859,-1.072469011,0.726483637,-0.71137323,-0.804946239,0.549032432,-0.738131496,-1.060409602,0.516874572,-0.510451519,1.022947496,C
-0.640289859,-1.170889644,0.558981551,-0.946679491,-0.579398341,1.359918952,0.226939624,-0.863134103,1.617527507,0.359602075,0.700515917,F
1.241589782,0.108578584,0.475230508,0.05337212,-0.444069603,-1.709865731,-0.502748296,-0.07403211,-0.454289783,-0.597456878,0.136260654,F
-1.581229679,0.403840482,0.977736765,-0.299587272,-0.804946239,-0.609376882,1.239087383,-0.600100106,2.070737539,0.011580638,0.781123812,C
0.418267439,0.895943647,-1.534794519,-0.868244071,-0.75983666,-0.493535951,-1.208897895,-1.22480585,0.711107443,0.881634232,1.667810654,C
-0.875524814,0.108578584,-0.529782006,-0.927070636,-0.985384558,-1.304422471,-1.467819415,-1.553598347,0.12840883,0.185591357,1.667810654,C
0.418267439,0.895943647,-1.534794519,-0.868244071,-0.75983666,-0.493535951,-1.208897895,-1.22480585,0.711107443,0.881634232,1.667810654,C
-0.405054903,-0.580365846,0.056475294,1.092641441,0.32279325,1.12823709,0.909550903,1.405534126,2.135481829,-0.423446159,-0.508602504,C
-0.405054903,2.372253139,-1.367292434,-0.985897201,0.052135773,-1.767786197,-2.644735415,-0.271307609,0.452130281,-1.467510472,-0.427994609,F
-1.228377246,1.338836494,-1.702296605,-0.985897201,-0.263631284,-1.420263402,-1.750279255,-0.600100106,0.646363152,0.272596716,-0.024955136,F
-0.993142291,1.191205545,-0.278528877,-0.946679491,0.052135773,-0.319774554,-0.502748296,-0.304186858,-0.130568331,-0.075424722,-0.347386715,C
-0.287437426,-0.285103948,0.475230508,-0.976092774,-0.263631284,0.259430104,-1.161821255,-0.961771853,1.034828894,-0.771467597,0.700515917,C
-0.640289859,2.667515038,0.977736765,1.288729992,0.052135773,-0.146013156,1.027242503,1.109620879,0.06366454,-0.24943544,-1.072857767,C
-0.522672381,-1.515361859,-0.36227992,-0.113303149,-0.173412125,-0.667297348,-0.926438056,-0.665858605,0.257897411,-1.467510472,1.184163286,C
-1.345994724,-1.761413441,-0.529782006,-1.005506056,0.052135773,-0.841058745,-0.902899736,-0.402824608,0.516874572,-0.24943544,-0.831034083,F
1.241589782,-0.285103948,-0.36227992,-0.221151852,-0.669617501,-0.146013156,-0.502748296,-0.731617105,-0.842755524,-1.467510472,1.022947496,C
-0.052202471,1.092784912,-0.194777834,1.553449536,-0.128302546,-0.435615485,0.556476104,1.569930375,-0.130568331,0.446607435,-1.153465662,F
2.182529603,-0.580365846,0.726483637,-0.809417505,0.32279325,-0.493535951,-0.573363256,-0.008273611,-1.295965556,-0.510451519,-0.427994609,F
0.653502395,1.289626178,0.056475294,-0.338804983,-0.173412125,-0.956899677,-0.267365096,0.419156635,0.387385991,-0.597456878,-0.10556303,F
-0.169819948,-0.285103948,0.056475294,1.259316709,0.097245352,-0.319774554,0.532937784,1.504171875,1.617527507,-0.162430081,-0.831034083,C
-0.875524814,0.305419849,0.307728423,0.386722657,-0.669617501,1.997044075,0.744782664,-0.205549109,1.488038926,-0.771467597,0.942339601,A
2.77061699,0.010157951,1.061487808,-0.632937809,0.548341148,0.201509638,-0.126135176,0.649311383,-0.324801202,0.794628873,-0.831034083,F
1.947294648,-1.170889644,-0.027275749,-1.064332622,1.360313581,-1.072740608,-1.915047495,-0.632979356,-0.324801202,-0.24943544,0.055652759,C
2.888234468,0.600681748,1.312740936,0.171025251,0.277683671,-0.319774554,0.179862984,1.306896377,-0.130568331,1.055644951,-0.26677882,F
2.77061699,0.010157951,1.061487808,-0.632937809,0.548341148,0.201509638,-0.126135176,0.649311383,-0.324801202,0.794628873,-0.831034083,F
-0.052202471,0.403840482,-1.283541391,0.210242961,-0.218521705,2.054964541,1.992313623,0.616432133,-0.324801202,-0.684462237,-1.314681451,F
2.652999513,-0.088262682,-0.111026791,-1.044723767,-0.669617501,-1.188581539,0.297554584,-0.13979061,-1.036988395,-0.684462237,0.055652759,F
2.417764558,0.600681748,-0.111026791,-1.005506056,-0.218521705,-1.362342937,1.168472423,0.419156635,-0.130568331,0.011580638,-0.831034083,F
-0.169819948,-0.285103948,-0.864786177,0.151416395,-0.353850443,1.475759884,1.921698663,0.386277385,-0.324801202,-1.206494394,-0.831034083,F
0.065415007,0.403840482,-1.367292434,0.229851816,-0.173412125,1.93912361,1.898160343,0.616432133,-0.389545492,-0.771467597,-1.314681451,F
-0.875524814,3.159618202,-2.791060161,-1.005506056,-0.173412125,-0.667297348,-1.397204455,-0.10691136,0.775851733,-0.945478316,-0.911641978,F
-1.816464634,1.141995229,-2.204802862,-1.005506056,-0.489179182,-0.551456417,-0.855823096,-0.665858605,2.005993248,-1.206494394,0.055652759,C
1.241589782,-1.170889644,-0.278528877,-0.319196127,-0.398960023,0.085668706,0.768320983,0.879466131,1.811760377,-0.423446159,-1.234073557,F
1.123972305,0.206999217,-0.36227992,2.043670914,0.36790283,-0.725217814,-0.079058536,1.898722872,-0.195312621,-0.945478316,-1.234073557,C
1.123972305,0.206999217,-0.36227992,2.043670914,0.36790283,-0.725217814,-0.079058536,1.898722872,-0.195312621,-0.945478316,-1.234073557,C
0.771119872,-1.367730909,0.056475294,-1.005506056,0.413012409,0.838634761,0.344631224,0.156122637,0.646363152,2.70874678,-0.750426188,C
1.123972305,0.206999217,-0.36227992,2.043670914,0.36790283,-0.725217814,-0.079058536,1.898722872,-0.195312621,-0.945478316,-1.234073557,C
-1.345994724,-0.186683315,-0.529782006,-0.456458113,6.999011028,2.199765705,1.203779903,0.057484888,0.516874572,-0.945478316,-0.911641978,C
-0.875524814,1.683308709,-0.529782006,-1.103550332,-0.308740864,-1.304422471,-1.326589495,-0.435703857,0.257897411,-1.467510472,-0.831034083,F
0.653502395,-0.481945214,0.810234679,-0.985897201,-0.083192966,-0.783138279,-0.596901576,-0.07403211,0.19315312,1.14265031,0.055652759,C
0.418267439,-0.777207112,0.391479465,-1.064332622,-0.398960023,-0.841058745,-1.514896055,-0.731617105,0.12840883,-1.032483675,0.378084338,F
0.771119872,-1.367730909,0.056475294,-1.005506056,0.413012409,0.838634761,0.344631224,0.156122637,0.646363152,2.70874678,-0.750426188,C
0.88873735,-0.678786479,0.893985722,-0.887852926,-0.444069603,-1.478183868,-0.455671656,-0.896013353,-1.166476976,1.838693186,1.829026444,C
0.653502395,-0.580365846,-0.027275749,-0.868244071,-0.038083386,-0.261854088,-0.879361416,-0.304186858,1.488038926,0.533612794,0.700515917,F
0.418267439,-0.186683315,-0.613533048,1.229903427,-0.444069603,0.780714295,1.780468743,1.504171875,1.423294636,0.098585997,-0.427994609,C
-0.522672381,-0.285103948,0.642732594,0.425940367,-0.173412125,1.244078021,0.815397623,0.813707632,-1.231221266,-0.423446159,-1.153465662,F
3.476321856,1.584888077,0.558981551,-0.71137323,-0.444069603,-0.030172225,0.674167704,0.517794384,-1.425454137,-0.858472956,-1.072857767,F
1.594442215,3.258038835,0.977736765,-0.201542997,-0.71472708,-1.188581539,-0.479209976,0.452035885,-0.324801202,-1.293499753,-0.750426188,F
0.771119872,1.388046811,0.977736765,0.523984643,-0.75983666,-0.898979211,-0.314441736,0.649311383,-0.454289783,-1.119489035,-0.347386715,C
1.241589782,1.781729342,-0.111026791,-0.456458113,-0.579398341,0.259430104,-0.008443576,-0.928892603,-0.065824041,-0.423446159,1.829026444,C
-0.405054903,1.289626178,2.569006578,1.053423731,0.864108205,1.707441747,2.039390263,1.241137878,-0.454289783,0.185591357,-1.314681451,F
-0.287437426,-0.678786479,0.391479465,-0.82902636,-0.895165398,0.259430104,-0.808746456,-0.863134103,0.387385991,-0.771467597,0.458692233,A
